,sale_date,item_name,item_tags,item_price,item_quantity,store_location,customer_gender,customer_age,customer_email,customer_satisfaction,coupon_used,purchase_method
2401,2015-10-22 11:12:48.246,"['binder', 'envelopes', 'laptop', 'envelopes']","[['school', 'general', 'organization'], ['stationary', 'office', 'general'], ['electronics', 'school', 'office'], ['stationary', 'office', 'general']]","[Decimal128('16.76'), Decimal128('16.33'), Decimal128('1034.72'), Decimal128('6.28')]","[4, 6, 1, 5]",Denver,F,75,zo@hi.fk,5,False,Online
2402,2017-10-20 01:53:24.545,"['envelopes', 'backpack', 'notepad', 'pens', 'envelopes', 'notepad', 'binder', 'laptop']","[['stationary', 'office', 'general'], ['school', 'travel', 'kids'], ['office', 'writing', 'school'], ['writing', 'office', 'school', 'stationary'], ['stationary', 'office', 'general'], ['office', 'writing', 'school'], ['school', 'general', 'organization'], ['electronics', 'school', 'office']]","[Decimal128('24.5'), Decimal128('102.19'), Decimal128('39.01'), Decimal128('68.95'), Decimal128('19.98'), Decimal128('21.32'), Decimal128('29.61'), Decimal128('1517.68')]","[7, 5, 5, 4, 4, 5, 10, 3]",London,M,68,cak@rapolafo.tc,3,False,In store
2403,2017-09-09 02:28:16.522,['binder'],"[['school', 'general', 'organization']]",[Decimal128('23.19')],[1],New York,M,70,sadoko@col.mr,1,False,Online
2404,2014-06-15 23:08:03.071,['backpack'],"[['school', 'travel', 'kids']]",[Decimal128('109.6')],[1],San Diego,F,73,ez@ewa.gov,3,False,Online
2405,2017-08-11 22:25:49.151,"['printer paper', 'laptop', 'envelopes', 'backpack', 'notepad', 'pens', 'notepad', 'pens']","[['office', 'stationary'], ['electronics', 'school', 'office'], ['stationary', 'office', 'general'], ['school', 'travel', 'kids'], ['office', 'writing', 'school'], ['writing', 'office', 'school', 'stationary'], ['office', 'writing', 'school'], ['writing', 'office', 'school', 'stationary']]","[Decimal128('40.31'), Decimal128('1190.29'), Decimal128('20.08'), Decimal128('61.89'), Decimal128('21.98'), Decimal128('36.05'), Decimal128('32.26'), Decimal128('28.8')]","[7, 3, 2, 5, 2, 5, 3, 3]",Denver,M,26,gunzud@somacfaj.no,5,False,Online
2406,2013-05-30 00:21:54.817,"['envelopes', 'pens', 'envelopes', 'backpack', 'binder', 'pens', 'binder', 'notepad']","[['stationary', 'office', 'general'], ['writing', 'office', 'school', 'stationary'], ['stationary', 'office', 'general'], ['school', 'travel', 'kids'], ['school', 'general', 'organization'], ['writing', 'office', 'school', 'stationary'], ['school', 'general', 'organization'], ['office', 'writing', 'school']]","[Decimal128('10.13'), Decimal128('75.86'), Decimal128('10.6'), Decimal128('74.47'), Decimal128('10.84'), Decimal128('74.12'), Decimal128('12.12'), Decimal128('15.43')]","[1, 5, 7, 2, 6, 4, 9, 1]",Seattle,M,41,amis@kof.vn,4,False,In store
2407,2017-12-13 17:44:20.549,"['binder', 'notepad', 'pens', 'notepad', 'pens']","[['school', 'general', 'organization'], ['office', 'writing', 'school'], ['writing', 'office', 'school', 'stationary'], ['office', 'writing', 'school'], ['writing', 'office', 'school', 'stationary']]","[Decimal128('26.75'), Decimal128('35.33'), Decimal128('49.9'), Decimal128('38.77'), Decimal128('31.13')]","[8, 1, 1, 2, 1]",San Diego,M,36,rir@zovkanpod.gy,5,False,In store
2408,2016-04-15 20:07:53.588,"['envelopes', 'laptop', 'notepad', 'notepad', 'binder', 'notepad', 'printer paper', 'envelopes', 'binder', 'pens']","[['stationary', 'office', 'general'], ['electronics', 'school', 'office'], ['office', 'writing', 'school'], ['office', 'writing', 'school'], ['school', 'general', 'organization'], ['office', 'writing', 'school'], ['office', 'stationary'], ['stationary', 'office', 'general'], ['school', 'general', 'organization'], ['writing', 'office', 'school', 'stationary']]","[Decimal128('15.11'), Decimal128('1117.72'), Decimal128('24.73'), Decimal128('30.6'), Decimal128('10.08'), Decimal128('12.16'), Decimal128('24.92'), Decimal128('22.63'), Decimal128('15.17'), Decimal128('17.51')]","[2, 3, 2, 3, 8, 5, 5, 2, 5, 2]",Denver,F,46,kipa@zutbe.ac,3,False,In store
2409,2017-06-23 10:01:11.217,"['backpack', 'pens', 'printer paper', 'notepad', 'laptop', 'binder', 'pens', 'envelopes', 'notepad', 'notepad']","[['school', 'travel', 'kids'], ['writing', 'office', 'school', 'stationary'], ['office', 'stationary'], ['office', 'writing', 'school'], ['electronics', 'school', 'office'], ['school', 'general', 'organization'], ['writing', 'office', 'school', 'stationary'], ['stationary', 'office', 'general'], ['office', 'writing', 'school'], ['office', 'writing', 'school']]","[Decimal128('90.47'), Decimal128('56.48'), Decimal128('38.17'), Decimal128('28.84'), Decimal128('443.86'), Decimal128('18.25'), Decimal128('73.4'), Decimal128('13.33'), Decimal128('28.73'), Decimal128('25.31')]","[2, 1, 7, 1, 3, 2, 5, 2, 3, 3]",Seattle,M,64,tiri@widokdog.ly,2,False,Online
2410,2013-10-18 18:33:39.237,"['backpack', 'notepad', 'envelopes', 'pens', 'printer paper', 'binder', 'envelopes', 'notepad', 'pens', 'laptop']","[['school', 'travel', 'kids'], ['office', 'writing', 'school'], ['stationary', 'office', 'general'], ['writing', 'office', 'school', 'stationary'], ['office', 'stationary'], ['school', 'general', 'organization'], ['stationary', 'office', 'general'], ['office', 'writing', 'school'], ['writing', 'office', 'school', 'stationary'], ['electronics', 'school', 'office']]","[Decimal128('181.57'), Decimal128('19.27'), Decimal128('17.62'), Decimal128('73.11'), Decimal128('38.29'), Decimal128('27.21'), Decimal128('23.62'), Decimal128('33.95'), Decimal128('9.7'), Decimal128('993.25')]","[2, 2, 4, 1, 10, 1, 10, 1, 3, 4]",New York,F,37,omka@lew.va,3,False,Phone
2411,2013-07-08 21:22:18.454,"['printer paper', 'envelopes', 'pens']","[['office', 'stationary'], ['stationary', 'office', 'general'], ['writing', 'office', 'school', 'stationary']]","[Decimal128('18.31'), Decimal128('19.6'), Decimal128('53.18')]","[9, 1, 5]",Seattle,M,34,zidit@cajpal.ma,5,False,Online
2412,2016-09-12 11:29:31.923,"['envelopes', 'binder', 'pens', 'notepad', 'notepad', 'backpack', 'printer paper', 'binder']","[['stationary', 'office', 'general'], ['school', 'general', 'organization'], ['writing', 'office', 'school', 'stationary'], ['office', 'writing', 'school'], ['office', 'writing', 'school'], ['school', 'travel', 'kids'], ['office', 'stationary'], ['school', 'general', 'organization']]","[Decimal128('10.24'), Decimal128('15.75'), Decimal128('52.39'), Decimal128('20.03'), Decimal128('35.82'), Decimal128('173.14'), Decimal128('30.21'), Decimal128('17.78')]","[3, 1, 3, 3, 3, 5, 6, 6]",Seattle,M,44,gidmitsa@laku.cf,5,False,Phone
2413,2017-04-23 06:19:34.521,"['pens', 'notepad', 'backpack', 'notepad', 'printer paper', 'envelopes', 'laptop', 'pens']","[['writing', 'office', 'school', 'stationary'], ['office', 'writing', 'school'], ['school', 'travel', 'kids'], ['office', 'writing', 'school'], ['office', 'stationary'], ['stationary', 'office', 'general'], ['electronics', 'school', 'office'], ['writing', 'office', 'school', 'stationary']]","[Decimal128('11.4'), Decimal128('21.69'), Decimal128('125.08'), Decimal128('8.18'), Decimal128('16.05'), Decimal128('17.87'), Decimal128('801.65'), Decimal128('55.21')]","[2, 2, 3, 5, 5, 3, 2, 2]",Denver,F,27,rironsel@botbaedu.uy,4,False,In store
2414,2017-08-15 12:31:25.936,"['notepad', 'binder', 'backpack', 'envelopes', 'laptop', 'notepad', 'notepad', 'pens', 'envelopes', 'pens']","[['office', 'writing', 'school'], ['school', 'general', 'organization'], ['school', 'travel', 'kids'], ['stationary', 'office', 'general'], ['electronics', 'school', 'office'], ['office', 'writing', 'school'], ['office', 'writing', 'school'], ['writing', 'office', 'school', 'stationary'], ['stationary', 'office', 'general'], ['writing', 'office', 'school', 'stationary']]","[Decimal128('18.09'), Decimal128('17.43'), Decimal128('198.99'), Decimal128('11.37'), Decimal128('777.16'), Decimal128('28.84'), Decimal128('39.41'), Decimal128('65.31'), Decimal128('13.63'), Decimal128('6.48')]","[2, 4, 5, 1, 1, 1, 4, 5, 5, 1]",London,F,61,jazbej@pirehezez.fr,4,False,In store
2415,2013-08-03 22:29:58.333,"['backpack', 'pens', 'binder', 'notepad', 'notepad']","[['school', 'travel', 'kids'], ['writing', 'office', 'school', 'stationary'], ['school', 'general', 'organization'], ['office', 'writing', 'school'], ['office', 'writing', 'school']]","[Decimal128('61.98'), Decimal128('14.65'), Decimal128('24.19'), Decimal128('22.28'), Decimal128('21.82')]","[5, 2, 3, 2, 5]",San Diego,M,20,fufadoca@aluvoog.sv,5,False,In store
2416,2013-11-06 13:49:23.799,"['backpack', 'pens']","[['school', 'travel', 'kids'], ['writing', 'office', 'school', 'stationary']]","[Decimal128('117.63'), Decimal128('31.93')]","[1, 3]",Seattle,M,37,ge@simowob.bv,4,False,Online
2417,2015-10-22 05:14:33.650,"['envelopes', 'pens', 'pens']","[['stationary', 'office', 'general'], ['writing', 'office', 'school', 'stationary'], ['writing', 'office', 'school', 'stationary']]","[Decimal128('19.52'), Decimal128('34.55'), Decimal128('75.21')]","[1, 4, 3]",Denver,F,67,zekbihol@ennudbo.kh,1,False,In store
2418,2015-12-03 18:03:28.752,"['notepad', 'binder', 'pens', 'envelopes']","[['office', 'writing', 'school'], ['school', 'general', 'organization'], ['writing', 'office', 'school', 'stationary'], ['stationary', 'office', 'general']]","[Decimal128('30.53'), Decimal128('29.28'), Decimal128('53.42'), Decimal128('10.32')]","[3, 5, 3, 3]",Denver,F,38,erujar@tok.tg,3,False,In store
2419,2014-07-08 13:01:49.582,"['envelopes', 'laptop', 'binder']","[['stationary', 'office', 'general'], ['electronics', 'school', 'office'], ['school', 'general', 'organization']]","[Decimal128('12.84'), Decimal128('1263.67'), Decimal128('18.72')]","[5, 2, 10]",San Diego,M,59,jam@latgov.io,5,True,Online
2420,2013-07-17 08:34:04.927,"['binder', 'notepad', 'binder']","[['school', 'general', 'organization'], ['office', 'writing', 'school'], ['school', 'general', 'organization']]","[Decimal128('11.44'), Decimal128('27.37'), Decimal128('27.07')]","[4, 1, 6]",Seattle,F,74,jafcapmu@wocbakal.gg,4,False,Online
2421,2014-11-21 04:47:35.804,"['binder', 'backpack', 'notepad', 'notepad', 'notepad', 'binder', 'pens', 'envelopes', 'laptop']","[['school', 'general', 'organization'], ['school', 'travel', 'kids'], ['office', 'writing', 'school'], ['office', 'writing', 'school'], ['office', 'writing', 'school'], ['school', 'general', 'organization'], ['writing', 'office', 'school', 'stationary'], ['stationary', 'office', 'general'], ['electronics', 'school', 'office']]","[Decimal128('24.36'), Decimal128('148.26'), Decimal128('16.14'), Decimal128('22.99'), Decimal128('37.8'), Decimal128('14.71'), Decimal128('30.83'), Decimal128('15.54'), Decimal128('405.33')]","[1, 3, 5, 5, 3, 4, 1, 9, 3]",Austin,F,42,kotorfeb@hifet.mr,5,False,Phone
2422,2015-07-12 02:11:22.644,"['backpack', 'printer paper', 'pens', 'envelopes', 'binder', 'pens', 'notepad', 'laptop']","[['school', 'travel', 'kids'], ['office', 'stationary'], ['writing', 'office', 'school', 'stationary'], ['stationary', 'office', 'general'], ['school', 'general', 'organization'], ['writing', 'office', 'school', 'stationary'], ['office', 'writing', 'school'], ['electronics', 'school', 'office']]","[Decimal128('43.26'), Decimal128('19.73'), Decimal128('61.68'), Decimal128('5.28'), Decimal128('11.86'), Decimal128('40.6'), Decimal128('19.35'), Decimal128('1392.73')]","[4, 3, 4, 4, 6, 1, 3, 1]",Denver,M,61,gegsohu@nugocne.np,4,True,Online
2423,2014-03-20 22:31:29.451,"['notepad', 'binder', 'envelopes', 'binder', 'pens', 'notepad', 'notepad']","[['office', 'writing', 'school'], ['school', 'general', 'organization'], ['stationary', 'office', 'general'], ['school', 'general', 'organization'], ['writing', 'office', 'school', 'stationary'], ['office', 'writing', 'school'], ['office', 'writing', 'school']]","[Decimal128('37.52'), Decimal128('16.5'), Decimal128('12.19'), Decimal128('24.29'), Decimal128('78.57'), Decimal128('32.71'), Decimal128('24.39')]","[2, 2, 4, 1, 1, 1, 5]",Austin,M,59,nufed@rantiga.gn,2,False,In store
2424,2016-06-05 20:52:37.981,"['notepad', 'backpack', 'binder', 'notepad', 'envelopes', 'binder', 'printer paper', 'pens', 'notepad']","[['office', 'writing', 'school'], ['school', 'travel', 'kids'], ['school', 'general', 'organization'], ['office', 'writing', 'school'], ['stationary', 'office', 'general'], ['school', 'general', 'organization'], ['office', 'stationary'], ['writing', 'office', 'school', 'stationary'], ['office', 'writing', 'school']]","[Decimal128('24.97'), Decimal128('96.56'), Decimal128('26.02'), Decimal128('5.84'), Decimal128('20.22'), Decimal128('18.37'), Decimal128('47.33'), Decimal128('40.83'), Decimal128('20.76')]","[5, 3, 8, 4, 6, 4, 8, 5, 4]",Denver,M,34,vu@su.kn,3,False,In store
2425,2015-01-17 03:46:51.221,"['notepad', 'binder', 'notepad', 'pens', 'laptop', 'envelopes', 'pens']","[['office', 'writing', 'school'], ['school', 'general', 'organization'], ['office', 'writing', 'school'], ['writing', 'office', 'school', 'stationary'], ['electronics', 'school', 'office'], ['stationary', 'office', 'general'], ['writing', 'office', 'school', 'stationary']]","[Decimal128('19.5'), Decimal128('22.97'), Decimal128('26.28'), Decimal128('22.06'), Decimal128('1116.33'), Decimal128('12.6'), Decimal128('63.03')]","[2, 6, 4, 2, 3, 8, 1]",Denver,M,37,kah@jusdutsub.cu,2,False,In store
2426,2015-11-05 05:25:54.505,"['notepad', 'pens', 'notepad', 'notepad']","[['office', 'writing', 'school'], ['writing', 'office', 'school', 'stationary'], ['office', 'writing', 'school'], ['office', 'writing', 'school']]","[Decimal128('34.72'), Decimal128('32.09'), Decimal128('5.94'), Decimal128('15.15')]","[4, 4, 2, 5]",Seattle,F,40,lippipgo@hop.mc,4,True,In store
2427,2013-10-25 13:08:28.239,"['laptop', 'pens', 'notepad', 'envelopes', 'envelopes', 'backpack', 'printer paper', 'pens', 'notepad']","[['electronics', 'school', 'office'], ['writing', 'office', 'school', 'stationary'], ['office', 'writing', 'school'], ['stationary', 'office', 'general'], ['stationary', 'office', 'general'], ['school', 'travel', 'kids'], ['office', 'stationary'], ['writing', 'office', 'school', 'stationary'], ['office', 'writing', 'school']]","[Decimal128('938.84'), Decimal128('21.66'), Decimal128('26.73'), Decimal128('6.66'), Decimal128('10.83'), Decimal128('104.75'), Decimal128('38.97'), Decimal128('21.4'), Decimal128('9.68')]","[2, 2, 2, 3, 4, 1, 10, 4, 5]",London,F,49,berne@ganope.kw,2,False,In store
2428,2015-07-13 12:24:42.133,"['pens', 'binder', 'binder']","[['writing', 'office', 'school', 'stationary'], ['school', 'general', 'organization'], ['school', 'general', 'organization']]","[Decimal128('24.41'), Decimal128('21.46'), Decimal128('18.81')]","[3, 6, 9]",Denver,M,39,zicah@cetad.is,4,False,In store
2429,2016-01-07 18:25:00.400,"['envelopes', 'laptop', 'pens', 'printer paper', 'binder', 'backpack', 'binder']","[['stationary', 'office', 'general'], ['electronics', 'school', 'office'], ['writing', 'office', 'school', 'stationary'], ['office', 'stationary'], ['school', 'general', 'organization'], ['school', 'travel', 'kids'], ['school', 'general', 'organization']]","[Decimal128('15'), Decimal128('593.11'), Decimal128('26.91'), Decimal128('49.37'), Decimal128('23.19'), Decimal128('161.81'), Decimal128('16.42')]","[9, 2, 3, 4, 1, 3, 5]",London,F,51,pispi@viri.gg,3,False,In store
2430,2013-11-18 04:28:02.349,"['binder', 'laptop', 'notepad', 'pens']","[['school', 'general', 'organization'], ['electronics', 'school', 'office'], ['office', 'writing', 'school'], ['writing', 'office', 'school', 'stationary']]","[Decimal128('14.94'), Decimal128('1031.16'), Decimal128('5.11'), Decimal128('9.61')]","[3, 5, 1, 5]",Austin,M,42,ub@bohul.nc,5,False,In store
2431,2017-01-21 19:24:49.743,"['backpack', 'notepad', 'notepad', 'envelopes']","[['school', 'travel', 'kids'], ['office', 'writing', 'school'], ['office', 'writing', 'school'], ['stationary', 'office', 'general']]","[Decimal128('174.54'), Decimal128('19.71'), Decimal128('31.67'), Decimal128('14.86')]","[1, 1, 5, 1]",London,M,38,vi@fiek.tf,3,False,In store
2432,2014-05-19 04:15:57.578,"['pens', 'notepad', 'pens', 'envelopes', 'laptop', 'printer paper']","[['writing', 'office', 'school', 'stationary'], ['office', 'writing', 'school'], ['writing', 'office', 'school', 'stationary'], ['stationary', 'office', 'general'], ['electronics', 'school', 'office'], ['office', 'stationary']]","[Decimal128('30.96'), Decimal128('20.13'), Decimal128('40.93'), Decimal128('14.38'), Decimal128('1147.13'), Decimal128('49.95')]","[2, 2, 3, 6, 3, 5]",London,M,34,makuini@suepus.km,4,False,In store
2433,2017-10-20 13:40:04.505,"['binder', 'pens', 'binder', 'backpack', 'notepad', 'laptop', 'notepad', 'printer paper', 'envelopes']","[['school', 'general', 'organization'], ['writing', 'office', 'school', 'stationary'], ['school', 'general', 'organization'], ['school', 'travel', 'kids'], ['office', 'writing', 'school'], ['electronics', 'school', 'office'], ['office', 'writing', 'school'], ['office', 'stationary'], ['stationary', 'office', 'general']]","[Decimal128('23.29'), Decimal128('34.64'), Decimal128('20.49'), Decimal128('103.61'), Decimal128('34.28'), Decimal128('660.6'), Decimal128('8.44'), Decimal128('34.74'), Decimal128('16.39')]","[5, 3, 8, 3, 5, 5, 2, 9, 3]",London,M,48,nu@nap.cl,4,False,In store
2434,2016-03-24 19:06:52.495,"['binder', 'envelopes', 'backpack', 'notepad', 'pens', 'printer paper', 'pens']","[['school', 'general', 'organization'], ['stationary', 'office', 'general'], ['school', 'travel', 'kids'], ['office', 'writing', 'school'], ['writing', 'office', 'school', 'stationary'], ['office', 'stationary'], ['writing', 'office', 'school', 'stationary']]","[Decimal128('26.56'), Decimal128('11.41'), Decimal128('130.67'), Decimal128('5.71'), Decimal128('67.74'), Decimal128('45.66'), Decimal128('59.98')]","[7, 4, 4, 3, 2, 6, 3]",San Diego,F,41,lafopofa@ni.nf,5,False,In store
2435,2016-04-09 09:29:28.916,"['binder', 'envelopes', 'notepad', 'laptop', 'printer paper', 'notepad']","[['school', 'general', 'organization'], ['stationary', 'office', 'general'], ['office', 'writing', 'school'], ['electronics', 'school', 'office'], ['office', 'stationary'], ['office', 'writing', 'school']]","[Decimal128('11.24'), Decimal128('8.79'), Decimal128('37.96'), Decimal128('1237.11'), Decimal128('42.68'), Decimal128('37.57')]","[4, 3, 2, 1, 9, 1]",New York,F,34,fe@ilulezaw.ai,3,False,Online
2436,2015-03-25 08:38:08.209,['binder'],"[['school', 'general', 'organization']]",[Decimal128('12.43')],[3],Denver,M,61,mol@tohigos.ps,4,False,In store
2437,2015-12-28 14:16:43.761,"['pens', 'notepad', 'backpack', 'binder', 'printer paper', 'envelopes']","[['writing', 'office', 'school', 'stationary'], ['office', 'writing', 'school'], ['school', 'travel', 'kids'], ['school', 'general', 'organization'], ['office', 'stationary'], ['stationary', 'office', 'general']]","[Decimal128('30.99'), Decimal128('9.65'), Decimal128('83.3'), Decimal128('13.53'), Decimal128('26.13'), Decimal128('19.9')]","[5, 4, 2, 8, 10, 2]",Seattle,F,41,dagcal@kantu.nc,4,False,In store
2438,2015-06-28 14:44:26.612,"['notepad', 'pens', 'envelopes', 'pens', 'notepad']","[['office', 'writing', 'school'], ['writing', 'office', 'school', 'stationary'], ['stationary', 'office', 'general'], ['writing', 'office', 'school', 'stationary'], ['office', 'writing', 'school']]","[Decimal128('10.56'), Decimal128('38.68'), Decimal128('24.92'), Decimal128('64.37'), Decimal128('10.65')]","[1, 2, 9, 5, 1]",Seattle,M,31,mot@vokfiak.ua,5,False,Online
2439,2017-03-05 07:31:45.008,"['notepad', 'notepad', 'binder', 'envelopes', 'envelopes', 'printer paper', 'binder', 'pens', 'notepad', 'backpack']","[['office', 'writing', 'school'], ['office', 'writing', 'school'], ['school', 'general', 'organization'], ['stationary', 'office', 'general'], ['stationary', 'office', 'general'], ['office', 'stationary'], ['school', 'general', 'organization'], ['writing', 'office', 'school', 'stationary'], ['office', 'writing', 'school'], ['school', 'travel', 'kids']]","[Decimal128('35.77'), Decimal128('30.93'), Decimal128('17.04'), Decimal128('11.31'), Decimal128('22.12'), Decimal128('19.81'), Decimal128('29.45'), Decimal128('72.75'), Decimal128('25.17'), Decimal128('133.32')]","[4, 5, 10, 10, 2, 6, 8, 2, 3, 3]",Seattle,F,49,zoteg@dafre.kh,5,False,In store
2440,2017-11-18 06:20:27.552,"['printer paper', 'pens', 'laptop', 'backpack', 'binder', 'binder']","[['office', 'stationary'], ['writing', 'office', 'school', 'stationary'], ['electronics', 'school', 'office'], ['school', 'travel', 'kids'], ['school', 'general', 'organization'], ['school', 'general', 'organization']]","[Decimal128('14.18'), Decimal128('35.13'), Decimal128('1284.24'), Decimal128('146.95'), Decimal128('11.3'), Decimal128('11')]","[3, 3, 1, 3, 8, 1]",Denver,F,75,widowso@rozzuzsi.ae,5,False,Online
2441,2017-11-24 01:55:49.136,"['pens', 'binder', 'envelopes', 'backpack']","[['writing', 'office', 'school', 'stationary'], ['school', 'general', 'organization'], ['stationary', 'office', 'general'], ['school', 'travel', 'kids']]","[Decimal128('38.09'), Decimal128('14.74'), Decimal128('15.15'), Decimal128('154.16')]","[2, 9, 2, 4]",Seattle,F,54,bi@dutgon.gh,1,True,Online
2442,2015-07-17 23:51:22.743,"['notepad', 'notepad', 'laptop', 'notepad', 'pens']","[['office', 'writing', 'school'], ['office', 'writing', 'school'], ['electronics', 'school', 'office'], ['office', 'writing', 'school'], ['writing', 'office', 'school', 'stationary']]","[Decimal128('25.7'), Decimal128('19.19'), Decimal128('446.44'), Decimal128('5.06'), Decimal128('36.12')]","[4, 3, 3, 4, 5]",Denver,M,49,tochul@fef.dm,4,False,Online
2443,2014-07-15 07:10:16.280,"['envelopes', 'pens']","[['stationary', 'office', 'general'], ['writing', 'office', 'school', 'stationary']]","[Decimal128('16.85'), Decimal128('78.81')]","[3, 1]",Austin,M,30,zoh@patewu.np,3,False,Online
2444,2017-09-03 10:40:27.548,['printer paper'],"[['office', 'stationary']]",[Decimal128('39.48')],[1],Denver,M,37,mam@no.mk,5,False,In store
2445,2013-04-16 17:54:07.822,"['pens', 'envelopes', 'notepad', 'notepad', 'pens', 'notepad']","[['writing', 'office', 'school', 'stationary'], ['stationary', 'office', 'general'], ['office', 'writing', 'school'], ['office', 'writing', 'school'], ['writing', 'office', 'school', 'stationary'], ['office', 'writing', 'school']]","[Decimal128('36.34'), Decimal128('17.21'), Decimal128('14.9'), Decimal128('13.97'), Decimal128('34.74'), Decimal128('5.93')]","[1, 7, 5, 2, 4, 4]",Seattle,M,16,gilri@vuravwu.ro,2,False,Phone
2446,2013-12-26 05:18:06.273,"['laptop', 'printer paper']","[['electronics', 'school', 'office'], ['office', 'stationary']]","[Decimal128('916.06'), Decimal128('43.84')]","[1, 5]",Seattle,M,59,de@ahworog.st,5,False,In store
2447,2015-08-03 05:22:32.369,"['binder', 'pens', 'notepad', 'pens', 'laptop', 'binder', 'printer paper', 'envelopes']","[['school', 'general', 'organization'], ['writing', 'office', 'school', 'stationary'], ['office', 'writing', 'school'], ['writing', 'office', 'school', 'stationary'], ['electronics', 'school', 'office'], ['school', 'general', 'organization'], ['office', 'stationary'], ['stationary', 'office', 'general']]","[Decimal128('11.17'), Decimal128('41.32'), Decimal128('38.01'), Decimal128('18.25'), Decimal128('1320.33'), Decimal128('11.53'), Decimal128('21.98'), Decimal128('18.09')]","[7, 4, 4, 5, 2, 10, 8, 3]",New York,F,42,zeipe@zuum.do,3,False,In store
2448,2015-10-25 21:39:37.444,"['envelopes', 'binder', 'laptop', 'binder']","[['stationary', 'office', 'general'], ['school', 'general', 'organization'], ['electronics', 'school', 'office'], ['school', 'general', 'organization']]","[Decimal128('12.35'), Decimal128('24.47'), Decimal128('1194.78'), Decimal128('23.5')]","[4, 3, 3, 8]",Seattle,M,41,cof@lavzap.np,3,False,In store
2449,2014-09-15 19:46:29.097,"['pens', 'envelopes', 'binder', 'notepad', 'binder', 'envelopes', 'notepad', 'printer paper', 'laptop', 'backpack']","[['writing', 'office', 'school', 'stationary'], ['stationary', 'office', 'general'], ['school', 'general', 'organization'], ['office', 'writing', 'school'], ['school', 'general', 'organization'], ['stationary', 'office', 'general'], ['office', 'writing', 'school'], ['office', 'stationary'], ['electronics', 'school', 'office'], ['school', 'travel', 'kids']]","[Decimal128('17.14'), Decimal128('9.69'), Decimal128('26.32'), Decimal128('31.68'), Decimal128('25.42'), Decimal128('21.07'), Decimal128('20.74'), Decimal128('27.86'), Decimal128('545.68'), Decimal128('176.4')]","[5, 1, 10, 1, 3, 10, 5, 8, 4, 1]",Denver,M,50,bammahwo@joiru.mx,2,False,Online
2450,2015-02-27 15:50:00.061,['notepad'],"[['office', 'writing', 'school']]",[Decimal128('14.95')],[1],Seattle,M,31,zuhek@natuzic.ie,1,False,In store
2451,2014-10-04 10:13:47.196,"['notepad', 'pens', 'notepad', 'notepad', 'envelopes', 'binder', 'printer paper', 'backpack']","[['office', 'writing', 'school'], ['writing', 'office', 'school', 'stationary'], ['office', 'writing', 'school'], ['office', 'writing', 'school'], ['stationary', 'office', 'general'], ['school', 'general', 'organization'], ['office', 'stationary'], ['school', 'travel', 'kids']]","[Decimal128('27.88'), Decimal128('65.93'), Decimal128('17.77'), Decimal128('24.11'), Decimal128('17.07'), Decimal128('17.3'), Decimal128('32.98'), Decimal128('62.17')]","[2, 2, 5, 3, 9, 2, 3, 1]",Denver,F,29,uti@zu.az,3,False,In store
2452,2015-02-19 00:17:00.709,"['notepad', 'envelopes', 'notepad', 'pens', 'envelopes', 'backpack', 'notepad', 'laptop', 'pens', 'binder']","[['office', 'writing', 'school'], ['stationary', 'office', 'general'], ['office', 'writing', 'school'], ['writing', 'office', 'school', 'stationary'], ['stationary', 'office', 'general'], ['school', 'travel', 'kids'], ['office', 'writing', 'school'], ['electronics', 'school', 'office'], ['writing', 'office', 'school', 'stationary'], ['school', 'general', 'organization']]","[Decimal128('24.11'), Decimal128('6.73'), Decimal128('11.64'), Decimal128('26.03'), Decimal128('10.13'), Decimal128('134.2'), Decimal128('19.4'), Decimal128('990.51'), Decimal128('77.87'), Decimal128('13.98')]","[1, 10, 3, 2, 1, 4, 5, 2, 2, 1]",Austin,M,35,jikenmav@osnel.bd,4,False,Online
2453,2017-02-23 01:11:27.811,"['laptop', 'notepad', 'binder', 'pens', 'notepad', 'envelopes', 'backpack', 'pens']","[['electronics', 'school', 'office'], ['office', 'writing', 'school'], ['school', 'general', 'organization'], ['writing', 'office', 'school', 'stationary'], ['office', 'writing', 'school'], ['stationary', 'office', 'general'], ['school', 'travel', 'kids'], ['writing', 'office', 'school', 'stationary']]","[Decimal128('743.96'), Decimal128('26.79'), Decimal128('22.2'), Decimal128('30.75'), Decimal128('13.35'), Decimal128('5.19'), Decimal128('65.71'), Decimal128('52.76')]","[3, 5, 3, 2, 2, 9, 1, 2]",Denver,F,20,is@uza.as,4,False,In store
2454,2016-06-22 23:23:11.089,"['binder', 'printer paper', 'backpack', 'pens', 'notepad']","[['school', 'general', 'organization'], ['office', 'stationary'], ['school', 'travel', 'kids'], ['writing', 'office', 'school', 'stationary'], ['office', 'writing', 'school']]","[Decimal128('11.51'), Decimal128('27.02'), Decimal128('97.54'), Decimal128('41.19'), Decimal128('24.01')]","[5, 10, 5, 1, 4]",Denver,F,56,huz@men.bh,5,False,Online
